DATE,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HKG,IRL,ISR,ITA,JPN,NLD,NOR,NZL,PRT,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific
05/31/2010,-4.08%,-7.53%,5.90%,-0.42%,-0.17%,-1.55%,-3.76%,1.74%,-4.51%,-1.00%,-2.16%,-3.09%,-4.49%,-5.58%,-2.61%,-0.57%,5.38%,9.98%,-3.42%,-1.38%,-3.93%,-1.02%,-4.00%,-0.56%,-0.34%,-0.16%,-0.78%,-0.55%,0.74%
06/30/2010,3.09%,6.48%,5.58%,1.26%,7.23%,6.73%,3.37%,-0.20%,1.82%,5.65%,4.24%,2.17%,0.57%,13.59%,0.49%,-0.05%,6.38%,9.02%,12.89%,-1.18%,-14.93%,0.73%,-0.17%,2.32%,3.25%,4.02%,4.64%,2.22%,3.89%
07/31/2010,1.56%,-0.56%,-5.69%,1.90%,-0.63%,0.58%,-2.02%,-3.51%,-0.56%,4.68%,-1.69%,-15.75%,-1.16%,8.21%,-3.74%,0.39%,1.79%,-1.46%,1.38%,-1.48%,27.35%,3.58%,-1.68%,-2.30%,-0.70%,0.57%,-0.04%,-1.87%,1.04%
08/31/2010,1.19%,1.49%,-1.23%,-4.72%,3.87%,2.42%,-3.82%,4.89%,-0.49%,-0.02%,0.61%,11.08%,2.88%,4.04%,2.67%,2.73%,7.58%,4.05%,0.43%,-1.97%,2.56%,-0.51%,1.25%,1.60%,1.97%,2.26%,1.65%,0.96%,4.67%
09/30/2010,2.60%,3.04%,9.30%,0.57%,-1.94%,10.81%,0.34%,3.79%,0.71%,2.89%,-1.14%,7.85%,3.31%,7.35%,1.65%,-1.66%,-2.46%,-0.31%,1.14%,-5.66%,5.41%,3.45%,4.43%,-1.19%,0.21%,1.30%,2.15%,-1.01%,0.34%
10/31/2010,5.34%,21.97%,-4.71%,3.85%,-1.68%,0.42%,-1.08%,-2.49%,1.22%,-0.81%,1.45%,-0.22%,2.36%,9.78%,1.27%,4.77%,2.13%,-3.00%,-1.57%,6.17%,-7.50%,1.70%,-2.90%,2.07%,1.69%,1.40%,0.03%,2.26%,2.70%
11/30/2010,3.60%,4.78%,-4.20%,0.54%,-0.67%,-3.67%,-4.80%,1.44%,-5.34%,-2.73%,0.43%,7.58%,5.76%,8.34%,1.96%,1.87%,-8.81%,-0.86%,1.32%,1.56%,4.33%,2.55%,-4.09%,-0.50%,-0.83%,-1.08%,-0.97%,-0.39%,-1.60%
12/31/2010,2.46%,-8.51%,1.77%,7.35%,0.93%,3.45%,8.62%,-4.64%,-0.08%,-2.87%,-2.89%,-1.04%,3.78%,3.77%,-3.16%,-3.25%,-0.02%,1.16%,4.62%,-0.91%,-8.04%,3.38%,0.35%,-0.13%,0.45%,0.92%,-0.94%,0.66%,1.74%
01/31/2011,0.81%,0.16%,-0.30%,3.97%,1.29%,-3.12%,0.23%,-6.26%,5.91%,8.37%,8.91%,-12.08%,1.59%,9.52%,-1.39%,-6.83%,1.39%,4.77%,-0.95%,5.42%,3.85%,0.04%,3.45%,3.02%,2.72%,2.49%,3.14%,3.12%,1.27%
02/28/2011,4.08%,3.66%,-4.92%,4.61%,2.01%,1.92%,2.12%,4.01%,-0.08%,2.26%,2.12%,2.11%,1.31%,3.42%,2.31%,0.21%,-0.01%,3.88%,3.18%,-3.14%,-3.40%,2.92%,4.06%,0.71%,1.43%,2.00%,2.11%,1.12%,1.21%
03/31/2011,2.56%,3.00%,7.35%,3.10%,1.58%,-0.14%,2.19%,1.84%,2.10%,6.25%,0.07%,0.64%,1.43%,5.83%,-0.74%,3.35%,0.08%,1.11%,6.85%,-2.57%,-2.99%,2.52%,-1.23%,0.39%,1.13%,1.72%,1.98%,0.69%,1.00%
04/30/2011,3.92%,9.25%,5.73%,4.54%,4.30%,5.28%,-0.03%,3.13%,1.89%,8.55%,3.51%,6.22%,0.17%,1.74%,1.82%,3.34%,0.91%,5.56%,15.60%,-1.10%,3.27%,2.03%,6.53%,0.56%,2.28%,3.69%,5.23%,1.00%,1.27%
05/31/2011,-1.82%,-3.32%,-1.84%,1.22%,4.87%,2.57%,-4.77%,-1.15%,-1.08%,4.91%,1.01%,-0.66%,0.00%,3.18%,-0.98%,-1.13%,-0.06%,4.68%,0.06%,3.56%,-9.85%,1.99%,-0.33%,1.41%,1.16%,0.97%,1.70%,1.39%,-0.18%
06/30/2011,2.28%,7.65%,-0.36%,0.32%,6.76%,0.85%,1.13%,1.15%,-3.63%,3.10%,-0.93%,3.42%,-0.53%,-1.77%,1.34%,1.85%,0.81%,2.74%,8.40%,2.25%,20.94%,0.05%,-1.23%,0.41%,0.84%,1.19%,1.76%,0.40%,0.61%
07/31/2011,-1.40%,5.95%,6.59%,-0.43%,12.26%,6.45%,-0.74%,2.54%,6.30%,4.10%,2.56%,2.24%,-2.08%,1.64%,3.18%,3.24%,5.95%,5.92%,-0.90%,2.77%,1.82%,1.54%,-0.11%,-0.41%,1.52%,3.07%,4.39%,-0.41%,2.07%
08/31/2011,-0.05%,5.77%,3.34%,-1.89%,1.68%,3.93%,4.16%,3.69%,-0.33%,4.61%,-2.23%,8.92%,-2.39%,8.69%,-3.99%,0.62%,3.30%,4.59%,3.51%,3.70%,5.46%,-2.95%,8.31%,0.76%,1.00%,1.19%,2.14%,0.47%,0.67%
09/30/2011,-0.83%,-1.64%,0.40%,-2.74%,-2.73%,1.28%,-0.82%,-1.88%,2.01%,-1.12%,-0.50%,0.47%,0.60%,-4.64%,-2.69%,-2.49%,3.68%,-1.58%,-2.73%,-3.45%,9.92%,-2.92%,-1.97%,2.03%,0.84%,-0.13%,-0.91%,1.51%,1.55%
10/31/2011,5.29%,10.01%,6.63%,-1.16%,-6.02%,1.59%,5.12%,-1.57%,-9.04%,0.68%,-4.49%,6.16%,-9.99%,-27.89%,-4.42%,0.62%,-2.91%,-3.87%,-3.42%,5.94%,0.70%,-0.07%,-1.21%,-5.98%,-4.03%,-2.41%,-1.98%,-5.48%,-3.24%
11/30/2011,0.59%,-2.04%,-0.40%,3.10%,-0.87%,-2.70%,-3.63%,-0.01%,-4.26%,4.29%,-2.32%,-4.64%,2.15%,11.63%,3.08%,-2.50%,2.50%,-0.64%,-2.93%,-1.60%,-8.40%,-2.10%,0.73%,0.61%,0.64%,0.67%,-0.59%,0.87%,1.73%
12/31/2011,0.29%,-9.73%,-8.09%,3.86%,-0.27%,3.35%,-2.51%,-3.60%,0.53%,-0.44%,-2.35%,-0.42%,1.48%,-26.28%,1.07%,-1.05%,4.76%,-5.83%,-0.10%,-0.16%,-7.98%,1.77%,1.12%,1.26%,0.99%,0.75%,-1.47%,1.52%,2.89%
01/31/2012,-0.02%,-9.97%,-6.83%,-2.04%,-7.22%,-7.55%,-4.36%,-0.71%,-4.11%,-4.63%,-0.13%,-19.24%,-5.01%,0.48%,-1.56%,-8.49%,-2.03%,3.87%,4.09%,-4.38%,-0.37%,-6.23%,-0.26%,0.69%,-1.19%,-2.87%,-3.05%,0.42%,-2.84%
02/29/2012,1.74%,-8.17%,4.54%,5.65%,1.71%,-1.07%,3.17%,1.90%,-4.58%,3.70%,-0.24%,-6.64%,-1.34%,-17.69%,1.96%,-3.13%,-5.19%,2.77%,3.92%,13.62%,-9.07%,2.33%,4.27%,2.56%,1.20%,-0.01%,0.71%,2.87%,-2.34%
03/31/2012,-1.48%,13.63%,-2.83%,6.03%,1.12%,4.70%,3.85%,6.58%,-1.29%,-0.18%,1.27%,2.88%,3.76%,21.48%,-1.29%,2.35%,2.88%,-2.72%,-9.02%,20.14%,-1.56%,1.72%,-1.65%,3.97%,3.07%,2.29%,1.44%,4.17%,2.45%
04/30/2012,1.35%,24.70%,1.71%,3.96%,2.38%,0.94%,-0.36%,8.09%,-2.67%,6.73%,2.75%,6.42%,1.27%,-2.36%,1.07%,3.58%,5.37%,8.34%,3.47%,-1.33%,12.39%,1.88%,0.27%,2.90%,3.23%,3.53%,3.64%,3.00%,3.29%
05/31/2012,-0.24%,-3.28%,0.66%,-1.16%,-2.04%,-1.98%,-1.12%,2.80%,-1.13%,3.36%,-0.41%,8.36%,1.39%,8.79%,3.45%,0.93%,6.00%,2.25%,3.57%,-2.00%,-9.32%,1.37%,-1.42%,2.32%,1.83%,1.38%,0.35%,1.99%,3.29%
06/30/2012,5.74%,-11.55%,-3.67%,2.38%,0.97%,0.32%,1.14%,-11.85%,-2.66%,0.89%,-0.34%,-12.02%,1.45%,3.19%,-0.37%,-1.69%,-2.47%,0.40%,1.25%,3.72%,41.67%,3.16%,-0.98%,1.06%,0.62%,0.19%,-0.37%,1.18%,0.36%
07/31/2012,6.13%,-4.57%,-0.43%,0.92%,-5.15%,-3.25%,-2.79%,2.14%,-5.39%,-4.18%,-0.65%,5.28%,2.19%,-10.39%,-3.85%,-0.46%,6.82%,-2.32%,0.41%,3.33%,-8.13%,5.77%,-2.42%,1.06%,1.06%,1.06%,-2.31%,1.04%,5.32%
08/31/2012,-0.28%,26.18%,0.29%,-0.94%,0.51%,3.62%,4.98%,-7.56%,3.73%,-1.06%,-1.84%,6.07%,1.91%,4.51%,-2.57%,-3.11%,2.25%,0.20%,10.64%,-9.48%,35.12%,1.61%,3.37%,-0.87%,-0.01%,0.80%,0.47%,-0.87%,1.62%
09/30/2012,1.94%,-0.94%,-5.55%,1.43%,-0.34%,-0.75%,-3.98%,-0.47%,0.03%,2.78%,0.86%,-12.75%,-0.15%,24.62%,-7.78%,3.36%,0.90%,3.12%,2.60%,3.49%,-17.80%,3.26%,-1.41%,0.79%,0.82%,0.84%,0.63%,0.85%,0.98%
10/31/2012,1.32%,10.86%,1.19%,1.11%,0.83%,4.46%,1.77%,3.03%,-2.18%,2.37%,0.54%,0.20%,-1.57%,1.94%,0.39%,3.32%,-3.72%,-2.87%,6.73%,1.54%,-1.78%,4.89%,2.93%,2.02%,1.21%,0.44%,1.85%,1.94%,-1.55%
11/30/2012,2.62%,-8.49%,-4.20%,5.12%,3.41%,2.27%,2.76%,3.48%,-0.86%,-0.03%,-0.27%,-1.15%,2.18%,5.85%,4.98%,1.19%,-4.62%,4.81%,-1.01%,5.65%,23.98%,2.89%,6.35%,-1.36%,-0.16%,0.95%,1.45%,-0.75%,-0.73%
12/31/2012,-0.02%,-4.70%,-4.51%,1.48%,-8.36%,6.85%,1.80%,-3.91%,1.17%,-5.96%,0.41%,-6.68%,0.17%,8.94%,5.88%,-1.16%,-4.37%,-1.74%,0.52%,-1.20%,-1.18%,1.77%,3.29%,-1.06%,-1.03%,-1.00%,-0.85%,-0.82%,-1.79%
01/31/2013,0.57%,24.14%,1.72%,1.32%,-2.02%,-3.68%,-0.30%,-4.48%,1.34%,7.32%,-0.48%,-1.37%,0.95%,-16.65%,-2.26%,-2.84%,-2.07%,2.88%,3.15%,4.14%,-11.50%,2.44%,-6.77%,4.40%,2.04%,-0.06%,-0.10%,4.11%,-0.33%
02/28/2013,2.79%,-1.84%,-3.06%,1.42%,-1.79%,0.08%,-3.02%,-0.21%,-3.59%,1.56%,-1.75%,-4.90%,5.51%,-4.36%,3.62%,3.61%,1.42%,1.05%,-2.65%,1.45%,10.32%,4.04%,7.53%,1.86%,1.57%,1.31%,-0.03%,1.82%,3.08%
03/31/2013,3.67%,7.14%,12.76%,3.02%,-1.07%,2.00%,1.93%,7.31%,1.87%,2.55%,3.38%,16.86%,3.63%,23.46%,5.61%,3.83%,2.48%,4.67%,-2.14%,-2.73%,1.34%,5.59%,-1.68%,2.34%,2.74%,3.11%,3.04%,2.40%,3.22%
04/30/2013,3.85%,0.85%,6.32%,3.39%,2.71%,2.30%,2.90%,-2.20%,-1.55%,0.72%,2.59%,-12.14%,-0.52%,0.40%,5.24%,-0.82%,-3.69%,3.88%,8.99%,2.26%,-1.52%,3.15%,3.14%,1.68%,1.32%,0.98%,2.13%,1.83%,-1.01%
05/31/2013,-4.19%,-4.30%,-3.00%,-0.23%,-3.90%,-5.32%,0.42%,-1.08%,-2.20%,-0.29%,-1.24%,-8.26%,1.24%,-6.12%,0.57%,0.38%,-2.38%,-3.21%,-3.60%,4.67%,-7.49%,-1.24%,-1.12%,-1.49%,-1.62%,-1.74%,-2.15%,-1.39%,-1.55%
06/30/2013,-2.82%,0.49%,-1.10%,0.07%,2.10%,6.06%,3.29%,0.57%,3.66%,3.56%,3.90%,3.55%,3.64%,0.05%,4.46%,6.46%,2.35%,0.31%,-1.68%,19.81%,13.22%,2.24%,-1.62%,2.09%,2.28%,2.46%,3.15%,1.93%,2.08%
07/31/2013,-4.48%,2.84%,0.98%,0.47%,-0.97%,1.90%,2.57%,-9.55%,2.85%,3.54%,-1.58%,6.15%,2.15%,1.71%,8.19%,0.80%,0.69%,2.47%,-4.53%,0.38%,2.56%,-0.63%,3.19%,1.79%,1.06%,0.34%,0.37%,1.68%,0.27%
08/31/2013,1.29%,0.88%,-6.21%,-1.86%,-1.40%,1.17%,-1.18%,-0.54%,-3.28%,3.30%,3.22%,3.83%,5.12%,-3.40%,-2.47%,4.54%,1.05%,2.84%,6.48%,-2.26%,-4.28%,5.17%,-0.40%,-0.37%,0.65%,1.66%,1.59%,-0.49%,2.50%
09/30/2013,9.27%,-8.96%,1.31%,6.07%,-1.97%,-2.24%,2.78%,-8.99%,1.46%,-1.11%,5.82%,3.75%,1.18%,9.77%,1.94%,1.57%,-2.14%,0.41%,2.10%,-2.50%,-2.08%,7.75%,2.53%,0.77%,1.09%,1.41%,0.86%,1.19%,1.15%
10/31/2013,7.37%,5.47%,-3.32%,2.45%,-2.42%,2.23%,3.37%,-3.29%,0.69%,-2.25%,2.61%,1.26%,2.79%,-7.13%,2.67%,4.26%,2.27%,-0.39%,2.32%,-7.35%,-7.68%,-4.64%,2.38%,2.89%,2.16%,1.48%,0.51%,2.85%,2.61%
11/30/2013,3.63%,1.63%,3.10%,4.15%,1.06%,1.15%,1.02%,6.90%,0.96%,2.38%,6.06%,-0.88%,3.93%,15.99%,0.92%,5.83%,-5.21%,2.98%,-1.66%,-3.10%,-1.58%,-0.13%,-0.55%,1.94%,1.85%,1.77%,3.34%,2.12%,-0.93%
12/31/2013,-1.90%,4.43%,-1.21%,2.94%,0.50%,3.66%,1.54%,12.64%,0.53%,3.39%,0.01%,-8.85%,2.97%,0.66%,-2.99%,0.39%,-2.41%,-0.37%,0.45%,-0.98%,2.03%,-1.02%,6.63%,0.28%,0.71%,1.12%,2.13%,0.48%,-0.67%
01/31/2014,-2.03%,-0.92%,-0.01%,-7.01%,-0.41%,-3.38%,-5.57%,-3.50%,0.77%,5.18%,3.61%,5.65%,6.26%,-16.30%,-0.57%,6.20%,10.18%,-3.83%,1.89%,2.94%,-6.93%,2.09%,-0.53%,2.03%,2.25%,2.45%,0.85%,1.35%,6.74%
02/28/2014,3.44%,3.73%,-3.30%,1.31%,1.88%,3.91%,3.11%,0.09%,-1.09%,0.05%,0.57%,2.74%,5.42%,-3.32%,1.38%,3.50%,2.14%,2.68%,1.66%,3.62%,-0.39%,1.69%,3.76%,-0.18%,0.97%,2.09%,1.40%,-0.07%,3.25%
03/31/2014,5.48%,-1.24%,1.49%,6.34%,0.66%,2.42%,1.05%,11.05%,2.34%,3.60%,1.98%,1.58%,4.74%,12.36%,4.23%,4.70%,0.43%,2.10%,5.20%,4.02%,13.19%,-0.24%,0.40%,1.57%,2.33%,3.06%,3.03%,1.93%,2.40%
04/30/2014,0.41%,4.00%,1.01%,5.69%,-0.70%,2.03%,0.72%,-0.49%,0.29%,0.74%,1.70%,13.84%,-0.44%,0.80%,5.11%,3.09%,3.81%,1.00%,9.39%,1.66%,5.68%,2.78%,3.43%,0.19%,1.15%,2.09%,1.63%,0.61%,1.99%
05/31/2014,3.98%,-0.30%,8.75%,4.56%,-7.10%,0.00%,-1.24%,1.38%,-2.26%,0.78%,0.40%,11.64%,1.48%,-4.76%,2.02%,1.19%,-0.62%,-1.34%,-3.15%,7.13%,7.39%,-0.13%,4.51%,1.08%,0.87%,0.68%,0.03%,1.35%,0.80%
06/30/2014,-0.02%,0.74%,4.05%,0.89%,-0.51%,-0.93%,-0.63%,1.12%,1.33%,6.67%,2.29%,-3.08%,1.61%,-6.74%,5.01%,0.16%,-0.07%,1.46%,-0.98%,0.04%,6.06%,5.28%,0.61%,-0.40%,0.49%,1.35%,1.79%,-0.30%,0.80%
07/31/2014,-3.48%,4.74%,0.89%,0.79%,0.50%,3.48%,-2.16%,-1.19%,1.66%,-0.22%,-0.49%,-3.05%,2.76%,-11.96%,4.39%,-2.40%,1.39%,2.82%,4.47%,-0.72%,-3.32%,2.15%,0.40%,1.02%,0.85%,0.69%,0.39%,1.00%,1.09%
08/31/2014,1.52%,-1.72%,-1.91%,2.60%,-2.38%,-1.33%,1.74%,1.56%,-1.94%,0.60%,-1.77%,0.11%,4.10%,3.77%,-2.88%,-1.19%,-0.03%,-0.86%,4.12%,-1.32%,-7.40%,1.86%,4.35%,1.66%,1.07%,0.50%,-0.58%,1.74%,1.53%
09/30/2014,-1.23%,3.71%,0.25%,0.37%,1.29%,2.31%,-4.22%,-4.63%,-0.64%,-3.11%,0.04%,-1.21%,2.66%,-1.33%,1.13%,0.58%,-2.43%,-4.32%,4.04%,-7.06%,6.38%,-0.08%,1.62%,2.47%,1.03%,-0.41%,-0.40%,2.30%,-0.60%
10/31/2014,2.77%,-3.50%,-3.09%,1.50%,-1.77%,1.12%,-2.24%,1.62%,-1.17%,2.46%,-2.98%,3.51%,0.93%,8.29%,-0.77%,0.08%,0.28%,4.83%,3.45%,-0.36%,-0.34%,-0.84%,-1.56%,2.08%,1.23%,0.36%,-0.08%,2.04%,0.73%
11/30/2014,1.34%,0.92%,-0.46%,1.77%,-1.10%,-1.80%,3.41%,0.47%,-0.82%,-5.35%,-1.47%,-2.41%,6.87%,5.62%,-0.79%,-2.84%,-5.07%,-1.96%,-0.03%,2.99%,3.07%,0.65%,1.05%,2.38%,0.87%,-0.74%,-1.63%,2.34%,-0.08%
12/31/2014,-0.64%,3.21%,0.29%,0.59%,-1.82%,4.14%,-0.48%,6.78%,-3.24%,-2.05%,0.64%,1.65%,0.46%,-14.98%,-2.06%,-1.67%,3.66%,1.86%,-6.51%,0.26%,1.06%,-3.25%,-1.14%,0.29%,0.55%,0.82%,0.29%,0.31%,1.60%
01/31/2015,-1.76%,-6.88%,-4.14%,-6.71%,7.20%,-7.60%,-8.76%,-5.64%,2.02%,-7.01%,-2.61%,-0.50%,0.08%,-16.85%,2.61%,-6.78%,3.46%,-0.88%,0.93%,-2.63%,-10.01%,-0.98%,-1.87%,2.63%,0.49%,-1.86%,-3.50%,1.98%,1.37%
02/28/2015,2.91%,-3.37%,-7.86%,1.97%,-6.24%,-3.43%,-1.63%,-13.44%,10.93%,-2.73%,0.50%,-28.30%,0.50%,16.13%,-2.82%,-1.62%,0.68%,1.13%,4.54%,-4.26%,7.17%,1.28%,-0.48%,-2.09%,-1.38%,-0.63%,-2.18%,-1.82%,0.91%
03/31/2015,4.86%,-13.58%,0.81%,2.01%,-0.94%,1.35%,-1.86%,0.83%,-0.40%,-0.63%,-0.86%,1.42%,0.69%,-8.48%,0.94%,0.41%,2.67%,-1.10%,0.37%,5.23%,3.08%,0.35%,1.00%,1.38%,1.12%,0.85%,-0.34%,1.42%,2.23%
04/30/2015,0.84%,6.02%,3.68%,3.55%,1.91%,-1.56%,5.62%,6.47%,0.34%,5.27%,1.38%,-2.66%,12.36%,23.86%,6.23%,9.10%,1.04%,4.87%,6.60%,-0.87%,27.22%,3.08%,2.12%,-2.18%,0.73%,3.82%,3.24%,-1.81%,4.62%
05/31/2015,-0.67%,2.54%,-0.70%,-0.80%,2.33%,-2.30%,-3.85%,1.84%,-3.16%,1.14%,1.28%,-2.16%,17.45%,-0.46%,0.42%,-0.86%,-1.81%,0.61%,1.80%,1.70%,4.50%,-1.88%,0.97%,2.69%,2.41%,2.13%,0.46%,2.45%,4.78%
06/30/2015,-2.09%,9.45%,-0.30%,-0.33%,2.07%,5.13%,2.50%,3.09%,-0.15%,4.47%,7.12%,7.87%,6.84%,7.79%,4.22%,-0.81%,3.77%,2.14%,3.14%,2.26%,-2.96%,-1.10%,0.75%,1.98%,2.81%,3.68%,4.15%,1.82%,3.79%
07/31/2015,0.33%,-5.34%,-3.42%,1.08%,-1.48%,0.60%,-1.09%,-1.46%,-1.67%,-1.98%,1.82%,-0.99%,-5.64%,6.21%,2.12%,-2.72%,2.57%,2.79%,13.38%,-9.69%,6.66%,-0.90%,0.19%,5.50%,2.78%,-0.05%,0.25%,5.22%,-0.62%
08/31/2015,-1.59%,5.57%,7.16%,-4.21%,0.59%,3.42%,2.91%,6.25%,3.43%,7.08%,2.70%,13.84%,-0.68%,16.98%,0.28%,2.84%,2.76%,1.67%,4.64%,6.13%,0.05%,-4.71%,4.62%,-1.53%,0.25%,2.11%,3.90%,-1.69%,0.79%
09/30/2015,1.33%,9.99%,11.19%,1.25%,3.30%,8.32%,-2.53%,8.15%,2.82%,2.45%,1.77%,14.06%,-0.34%,4.36%,-1.15%,-0.71%,1.36%,2.90%,0.21%,6.13%,-4.11%,4.74%,0.72%,5.64%,4.04%,2.36%,3.44%,5.37%,1.08%
10/31/2015,-1.49%,-11.54%,-4.91%,1.39%,-5.03%,-1.00%,-0.72%,-8.53%,-1.54%,-5.15%,0.84%,-18.31%,-1.04%,26.63%,1.29%,-3.09%,-3.49%,-4.89%,0.64%,1.89%,-8.16%,-3.05%,-2.76%,-1.02%,-1.55%,-2.10%,-2.29%,-0.88%,-2.46%
11/30/2015,5.26%,-8.25%,-9.30%,2.74%,-3.85%,-2.34%,-7.75%,0.69%,-4.34%,-6.38%,-0.96%,1.07%,-0.07%,-2.13%,4.66%,-3.43%,-0.68%,-0.40%,-2.32%,-1.17%,41.66%,2.87%,4.37%,1.35%,0.25%,-0.92%,-2.35%,1.43%,0.39%
12/31/2015,8.55%,5.46%,3.56%,-4.42%,0.49%,5.24%,2.95%,9.23%,3.64%,2.01%,-1.24%,-0.86%,1.91%,20.29%,-1.22%,-0.25%,2.61%,6.06%,11.06%,3.45%,5.56%,-1.30%,4.06%,2.58%,2.41%,2.23%,2.55%,2.17%,2.90%
01/31/2016,0.44%,5.67%,3.39%,-3.56%,1.01%,2.04%,1.05%,2.46%,-3.05%,8.57%,-2.02%,-1.47%,-0.62%,-1.61%,-1.11%,2.15%,0.32%,-3.03%,0.03%,-5.87%,-6.10%,-1.86%,1.08%,0.72%,0.61%,0.50%,1.46%,0.48%,-0.10%
02/29/2016,-6.00%,-4.27%,-0.38%,1.48%,5.23%,-2.24%,2.69%,1.81%,-0.76%,3.38%,-5.05%,3.89%,-0.89%,4.64%,3.52%,1.23%,7.22%,-1.94%,3.76%,-0.59%,-4.70%,0.91%,1.52%,-0.60%,0.24%,1.14%,-0.26%,-0.48%,2.92%
03/31/2016,6.95%,0.33%,-3.74%,11.20%,4.73%,5.98%,-1.98%,-0.96%,7.23%,4.39%,0.31%,7.00%,1.27%,-5.21%,1.65%,7.81%,-0.31%,3.52%,4.54%,10.96%,-4.23%,-1.97%,3.11%,-2.44%,0.02%,2.66%,2.80%,-1.61%,1.01%
04/30/2016,-3.78%,-2.43%,-1.38%,6.63%,-1.29%,0.92%,4.44%,4.92%,-0.31%,1.84%,0.24%,-7.73%,2.66%,6.74%,0.05%,-3.73%,3.26%,5.88%,-6.22%,0.16%,7.95%,2.69%,3.25%,-2.61%,-0.45%,1.85%,0.98%,-2.03%,2.14%
05/31/2016,4.22%,-3.67%,-3.02%,7.13%,-1.15%,1.52%,-3.08%,1.27%,-9.89%,0.26%,2.43%,-11.75%,0.93%,6.99%,-0.69%,-2.95%,-5.02%,-8.16%,9.44%,2.18%,12.37%,0.57%,-2.72%,2.23%,1.05%,-0.20%,-0.01%,2.56%,-1.79%
06/30/2016,2.99%,7.92%,5.66%,5.90%,7.69%,5.03%,1.92%,5.36%,-1.46%,6.38%,-11.03%,13.77%,2.27%,-12.05%,2.56%,4.31%,13.00%,12.45%,-1.35%,2.74%,10.59%,-0.59%,-1.98%,2.89%,3.53%,4.22%,1.16%,3.08%,7.87%
07/31/2016,-1.43%,1.83%,-1.60%,7.17%,-2.38%,-0.27%,2.72%,-5.10%,1.74%,-2.11%,-2.73%,1.50%,-0.23%,13.80%,-2.41%,-1.88%,-2.34%,-5.86%,0.18%,-1.82%,-8.16%,-0.33%,4.36%,2.32%,0.79%,-0.91%,-1.63%,2.63%,-1.50%
08/31/2016,2.02%,-5.08%,0.88%,11.67%,-2.51%,0.46%,4.38%,-5.05%,7.28%,2.88%,1.46%,4.14%,0.55%,7.32%,6.88%,-0.09%,-1.98%,5.33%,5.60%,5.17%,3.73%,4.41%,7.92%,-1.83%,-0.21%,1.57%,1.63%,-0.96%,-0.33%
09/30/2016,2.31%,4.14%,0.08%,8.04%,1.29%,2.40%,1.69%,-3.21%,0.32%,0.86%,4.07%,5.98%,1.52%,-5.03%,5.11%,4.55%,3.66%,-1.22%,5.12%,-0.22%,4.48%,-3.37%,6.34%,-0.20%,1.19%,2.71%,2.14%,0.33%,2.44%
10/31/2016,0.16%,-2.45%,0.00%,3.71%,-0.92%,-1.96%,-2.75%,-2.82%,0.35%,-1.18%,-1.82%,-20.86%,1.44%,-9.97%,-1.43%,-4.49%,-3.05%,-3.34%,0.77%,3.30%,-13.15%,-2.14%,-1.58%,1.07%,-0.04%,-1.22%,-1.95%,1.24%,-1.22%
11/30/2016,-0.67%,0.11%,-1.70%,0.88%,-1.55%,0.08%,1.26%,-0.15%,-1.07%,2.80%,1.01%,-5.54%,-1.04%,-13.76%,-2.73%,-1.65%,-6.16%,-0.33%,2.36%,1.77%,1.94%,1.03%,-1.64%,-1.61%,-1.49%,-1.36%,0.20%,-1.45%,-3.55%
12/31/2016,-2.92%,-2.16%,0.92%,1.34%,-2.85%,2.13%,-0.43%,-2.83%,0.43%,-3.45%,-2.03%,0.72%,2.05%,10.86%,0.86%,-6.05%,-0.49%,-1.81%,-17.61%,1.32%,-9.73%,-1.98%,-0.59%,3.78%,1.62%,-0.84%,-1.84%,3.62%,-0.09%
01/31/2017,3.03%,3.37%,-1.91%,13.56%,2.01%,5.73%,21.62%,-1.11%,8.56%,8.83%,5.27%,7.79%,-0.92%,2.35%,5.10%,7.92%,7.38%,3.22%,3.42%,24.26%,2.91%,2.99%,7.02%,0.08%,2.69%,5.65%,5.51%,0.95%,4.33%
02/28/2017,0.97%,-8.83%,3.84%,10.43%,1.18%,5.85%,-2.61%,0.01%,4.84%,-3.92%,0.15%,-5.97%,-1.36%,10.43%,-4.88%,3.32%,4.71%,1.31%,6.94%,-6.62%,-2.50%,5.87%,-4.91%,1.86%,2.00%,2.15%,0.62%,2.42%,2.44%
03/31/2017,2.95%,-5.48%,2.72%,6.99%,-0.36%,-4.25%,0.58%,-1.61%,5.03%,-0.57%,-2.21%,-4.83%,0.36%,9.29%,2.15%,6.41%,3.82%,-1.67%,1.10%,-7.32%,1.11%,5.47%,-2.98%,1.32%,1.24%,1.14%,-1.08%,1.68%,2.69%
04/30/2017,-0.99%,3.94%,-3.89%,5.79%,-3.72%,1.39%,5.99%,6.36%,-0.95%,1.31%,3.63%,0.36%,1.29%,4.80%,2.13%,4.19%,-0.47%,2.60%,4.23%,-3.46%,-2.93%,8.26%,-5.07%,2.05%,1.75%,1.41%,1.55%,2.28%,0.45%
05/31/2017,-2.67%,-2.90%,4.18%,2.65%,4.78%,3.67%,8.03%,-1.61%,3.91%,4.17%,3.04%,12.32%,0.77%,-3.98%,4.01%,13.64%,3.83%,5.16%,6.37%,2.45%,11.29%,3.86%,0.90%,2.30%,2.68%,3.10%,3.97%,2.32%,2.09%
